grade,subject,competency,region,cultural_context,intervention_type,user_message,assistant_message
Grade 4,Mathematics,MATH.G4.MONEY,Mombasa,market_shopping,,I have 500 bob and spend 100 bob. How much left?,Subtract what you spend from what you have: 500 - 100 = 400 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.MONEY,Nairobi,market_shopping,,"If maize costs 1000 shillings, how much for 3?",Multiply the cost by the quantity: 1000 × 3 = 3000 shillings. This is useful at the market or when buying multiple items. You can also add: 1000 + 1000 + 1000 = 3000 bob.
Grade 4,Mathematics,MATH.G4.MONEY,universal,market_shopping,,"If unga costs 50 shillings, how much for 3?",Multiply the cost by the quantity: 50 × 3 = 150 shillings. This is useful at the market or when buying multiple items. You can also add: 50 + 50 + 50 = 150 bob.
Grade 5,Mathematics,MATH.G5.FRACTIONS,rural,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing orange - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of orange!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,rural,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a chapati into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.FRACTIONS,Mombasa,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a chapati into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MONEY,universal,market_shopping,,How do I calculate change from 150 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 150 bob, change = 150 - 80 = 70 shillings. Always count your change at the shop!"
Grade 5,Mathematics,MATH.G5.MEASUREMENT,rural,land_measurement,,How do I measure the area of my shamba?,"Area measures the space inside. For a rectangle shamba, multiply length × width. If your shamba is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for planting."
Grade 4,Mathematics,MATH.G4.MONEY,universal,market_shopping,,I have 50 bob and spend 500 bob. How much left?,Subtract what you spend from what you have: 50 - 500 = -450 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.FRACTIONS,Nairobi,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a chapati into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MONEY,universal,market_shopping,,I have 50 bob and spend 1000 bob. How much left?,Subtract what you spend from what you have: 50 - 1000 = -950 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.MONEY,universal,market_shopping,,I have 1000 bob and spend 100 bob. How much left?,Subtract what you spend from what you have: 1000 - 100 = 900 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 6,Mathematics,MATH.G6.MEASUREMENT,Mombasa,measurement,,How do I measure the area of my plot?,"Area measures the space inside. For a rectangle plot, multiply length × width. If your plot is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for furniture."
Grade 6,Mathematics,MATH.G6.FRACTIONS,Mombasa,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MONEY,universal,market_shopping,,"If maize costs 150 shillings, how much for 3?",Multiply the cost by the quantity: 150 × 3 = 450 shillings. This is useful at the market or when buying multiple items. You can also add: 150 + 150 + 150 = 450 bob.
Grade 4,Mathematics,MATH.G4.FRACTIONS,Nairobi,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing mango - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of mango!"
Grade 6,Mathematics,MATH.G6.MEASUREMENT,rural,land_measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for planting). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 6,Mathematics,MATH.G6.MEASUREMENT,Mombasa,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 5,Mathematics,MATH.G5.MEASUREMENT,Nairobi,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 4,Mathematics,MATH.G4.MONEY,rural,market_shopping,,How do I calculate change from 500 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 500 bob, change = 500 - 80 = 420 shillings. Always count your change at the shop!"
Grade 6,Mathematics,MATH.G6.MEASUREMENT,Mombasa,measurement,,How do I measure the area of my plot?,"Area measures the space inside. For a rectangle plot, multiply length × width. If your plot is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for furniture."
Grade 6,Mathematics,MATH.G6.MONEY,Nairobi,market_shopping,,I have 200 bob and spend 1000 bob. How much left?,Subtract what you spend from what you have: 200 - 1000 = -800 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.MEASUREMENT,Mombasa,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 6,Mathematics,MATH.G6.MEASUREMENT,rural,land_measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for planting). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 5,Mathematics,MATH.G5.MEASUREMENT,universal,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 6,Mathematics,MATH.G6.FRACTIONS,universal,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MEASUREMENT,Nairobi,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 5,Mathematics,MATH.G5.FRACTIONS,rural,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.FRACTIONS,Nairobi,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MONEY,universal,market_shopping,,How do I calculate change from 200 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 200 bob, change = 200 - 80 = 120 shillings. Always count your change at the shop!"
Grade 6,Mathematics,MATH.G6.FRACTIONS,universal,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.FRACTIONS,Nairobi,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.MONEY,rural,market_shopping,,How do I calculate change from 100 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 100 bob, change = 100 - 80 = 20 shillings. Always count your change at the shop!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,Nairobi,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.MONEY,Mombasa,market_shopping,,I have 150 bob and spend 1000 bob. How much left?,Subtract what you spend from what you have: 150 - 1000 = -850 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 4,Mathematics,MATH.G4.FRACTIONS,Mombasa,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing watermelon - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of watermelon!"
Grade 4,Mathematics,MATH.G4.MONEY,Nairobi,market_shopping,,How do I calculate change from 200 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 200 bob, change = 200 - 80 = 120 shillings. Always count your change at the shop!"
Grade 4,Mathematics,MATH.G4.MONEY,Mombasa,market_shopping,,How do I calculate change from 50 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 50 bob, change = 50 - 80 = -30 shillings. Always count your change at the shop!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,universal,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing chapati - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of chapati!"
Grade 6,Mathematics,MATH.G6.FRACTIONS,universal,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing chapati - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of chapati!"
Grade 6,Mathematics,MATH.G6.MEASUREMENT,universal,measurement,,How do I measure the area of my classroom?,"Area measures the space inside. For a rectangle classroom, multiply length × width. If your classroom is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for furniture."
Grade 5,Mathematics,MATH.G5.MEASUREMENT,universal,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 6,Mathematics,MATH.G6.FRACTIONS,Mombasa,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MEASUREMENT,rural,land_measurement,,How do I measure the area of my shamba?,"Area measures the space inside. For a rectangle shamba, multiply length × width. If your shamba is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for planting."
Grade 6,Mathematics,MATH.G6.MEASUREMENT,Mombasa,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 4,Mathematics,MATH.G4.MEASUREMENT,rural,land_measurement,,How do I measure the area of my shamba?,"Area measures the space inside. For a rectangle shamba, multiply length × width. If your shamba is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for planting."
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MONEY,Nairobi,market_shopping,,"If sukuma wiki costs 150 shillings, how much for 3?",Multiply the cost by the quantity: 150 × 3 = 450 shillings. This is useful at the market or when buying multiple items. You can also add: 150 + 150 + 150 = 450 bob.
Grade 4,Mathematics,MATH.G4.MONEY,Mombasa,market_shopping,,I have 1000 bob and spend 500 bob. How much left?,Subtract what you spend from what you have: 1000 - 500 = 500 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing orange - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of orange!"
Grade 5,Mathematics,MATH.G5.MEASUREMENT,rural,land_measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 4,Mathematics,MATH.G4.FRACTIONS,universal,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.FRACTIONS,rural,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MEASUREMENT,Nairobi,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 6,Mathematics,MATH.G6.MONEY,Mombasa,market_shopping,,How do I calculate change from 500 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 500 bob, change = 500 - 80 = 420 shillings. Always count your change at the shop!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,universal,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.FRACTIONS,universal,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MEASUREMENT,Nairobi,measurement,,How do I measure the area of my room?,"Area measures the space inside. For a rectangle room, multiply length × width. If your room is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for furniture."
Grade 4,Mathematics,MATH.G4.FRACTIONS,Mombasa,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.FRACTIONS,rural,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a chapati into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MEASUREMENT,universal,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 5,Mathematics,MATH.G5.MONEY,Mombasa,market_shopping,,I have 1000 bob and spend 500 bob. How much left?,Subtract what you spend from what you have: 1000 - 500 = 500 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.PERIMETER,rural,agriculture,,What is perimeter?,"Perimeter is the distance around the outside of a shape. Imagine you want to put a fence around your shamba. The total length of fence you need is the perimeter. For a rectangle, add all 4 sides: if your shamba is 20 meters long and 15 meters wide, the perimeter is 20 + 15 + 20 + 15 = 70 meters of fence. Or use the formula: Perimeter = 2 × (length + width) = 2 × (20 + 15) = 2 × 35 = 70 meters. We use perimeter for fencing, framing pictures, or measuring the distance around a football field. What's the perimeter of your classroom?"
Grade 5,Mathematics,MATH.G5.MONEY,Mombasa,market_shopping,,I have 100 bob and spend 150 bob. How much left?,Subtract what you spend from what you have: 100 - 150 = -50 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.MONEY,universal,market_shopping,,"If fare costs 150 shillings, how much for 3?",Multiply the cost by the quantity: 150 × 3 = 450 shillings. This is useful at the market or when buying multiple items. You can also add: 150 + 150 + 150 = 450 bob.
Grade 6,Mathematics,MATH.G6.MONEY,rural,market_shopping,,"If maize costs 200 shillings, how much for 3?",Multiply the cost by the quantity: 200 × 3 = 600 shillings. This is useful at the market or when buying multiple items. You can also add: 200 + 200 + 200 = 600 bob.
Grade 6,Mathematics,MATH.G6.FRACTIONS,universal,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing mango - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of mango!"
Grade 5,Mathematics,MATH.G5.MONEY,Nairobi,market_shopping,,How do I calculate change from 1000 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 1000 bob, change = 1000 - 80 = 920 shillings. Always count your change at the shop!"
Grade 4,Mathematics,MATH.G4.FRACTIONS,Nairobi,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MONEY,universal,market_shopping,,I have 150 bob and spend 1000 bob. How much left?,Subtract what you spend from what you have: 150 - 1000 = -850 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 6,Mathematics,MATH.G6.MONEY,universal,market_shopping,,How do I calculate change from 1000 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 1000 bob, change = 1000 - 80 = 920 shillings. Always count your change at the shop!"
Grade 6,Mathematics,MATH.G6.FRACTIONS,rural,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MEASUREMENT,rural,land_measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for planting). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 4,Mathematics,MATH.G4.MEASUREMENT,Mombasa,measurement,,How do I measure the area of my plot?,"Area measures the space inside. For a rectangle plot, multiply length × width. If your plot is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for furniture."
Grade 6,Mathematics,MATH.G6.MONEY,Mombasa,market_shopping,,"If unga costs 100 shillings, how much for 3?",Multiply the cost by the quantity: 100 × 3 = 300 shillings. This is useful at the market or when buying multiple items. You can also add: 100 + 100 + 100 = 300 bob.
Grade 4,Mathematics,MATH.G4.MEASUREMENT,rural,land_measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for planting). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,Nairobi,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a watermelon into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.FRACTIONS,Nairobi,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.MONEY,Nairobi,market_shopping,,I have 150 bob and spend 50 bob. How much left?,Subtract what you spend from what you have: 150 - 50 = 100 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 5,Mathematics,MATH.G5.MONEY,Nairobi,market_shopping,,"If unga costs 50 shillings, how much for 3?",Multiply the cost by the quantity: 50 × 3 = 150 shillings. This is useful at the market or when buying multiple items. You can also add: 50 + 50 + 50 = 150 bob.
Grade 4,Mathematics,MATH.G4.FRACTIONS,rural,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.MONEY,universal,market_shopping,,How do I calculate change from 100 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 100 bob, change = 100 - 80 = 20 shillings. Always count your change at the shop!"
Grade 5,Mathematics,MATH.G5.ANGLES,universal,everyday_objects,,I don't understand angles,"Angles are everywhere! An angle is formed when two lines meet at a point. Think of the hands on a clock: at 3 o'clock, the hands form a right angle (90 degrees). When you open a door, you're making an angle. There are 3 main types: 1) Acute angle (less than 90°) - like a partially open door, 2) Right angle (exactly 90°) - like the corner of your exercise book, 3) Obtuse angle (more than 90° but less than 180°) - like a door opened wide. Look around your classroom - can you spot a right angle? Hint: corners of desks, windows, and books are usually right angles!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,universal,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.MONEY,Mombasa,market_shopping,,"If maize costs 150 shillings, how much for 3?",Multiply the cost by the quantity: 150 × 3 = 450 shillings. This is useful at the market or when buying multiple items. You can also add: 150 + 150 + 150 = 450 bob.
Grade 6,Mathematics,MATH.G6.FRACTIONS,Mombasa,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a chapati into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MEASUREMENT,Mombasa,measurement,,How do I convert meters to centimeters?,"1 meter = 100 centimeters. To convert: multiply by 100. Example: 3 meters = 3 × 100 = 300 cm. Think like money: 1 shilling = 100 cents. Same idea! To go back (cm to m), divide by 100."
Grade 4,Mathematics,MATH.G4.MEASUREMENT,Nairobi,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 5,Mathematics,MATH.G5.MONEY,universal,market_shopping,,"If maize costs 200 shillings, how much for 3?",Multiply the cost by the quantity: 200 × 3 = 600 shillings. This is useful at the market or when buying multiple items. You can also add: 200 + 200 + 200 = 600 bob.
Grade 4,Mathematics,MATH.G4.MEASUREMENT,Mombasa,measurement,,How do I measure the area of my plot?,"Area measures the space inside. For a rectangle plot, multiply length × width. If your plot is 10m long and 5m wide, area = 10 × 5 = 50 square meters. This tells you how much space you have for furniture."
Grade 6,Mathematics,MATH.G6.MONEY,Mombasa,market_shopping,,"If unga costs 50 shillings, how much for 3?",Multiply the cost by the quantity: 50 × 3 = 150 shillings. This is useful at the market or when buying multiple items. You can also add: 50 + 50 + 50 = 150 bob.
Grade 6,Mathematics,MATH.G6.FRACTIONS,rural,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a orange into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 5,Mathematics,MATH.G5.FRACTIONS,Mombasa,food_sharing,,What is a fraction?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.FRACTIONS,Nairobi,food_sharing,,Why do fractions have two numbers?,"A fraction shows part of a whole. If you cut a chapati into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 6,Mathematics,MATH.G6.MONEY,rural,market_shopping,,How do I calculate change from 500 shillings?,"Change = Amount given - Cost of item. If you buy something for 80 bob and give 500 bob, change = 500 - 80 = 420 shillings. Always count your change at the shop!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,universal,food_sharing,,How do I add fractions?,"To add fractions, they need the same denominator (bottom number). Think of sharing watermelon - you can't add 1/2 and 1/4 directly. First make them the same: 1/2 = 2/4, then 2/4 + 1/4 = 3/4. Like combining pieces of watermelon!"
Grade 5,Mathematics,MATH.G5.FRACTIONS,Nairobi,food_sharing,,What does 1/2 mean?,"A fraction shows part of a whole. If you cut a mango into equal pieces, each piece is a fraction. 1/2 means 1 out of 2 equal pieces. The bottom number (denominator) tells how many pieces total, the top number (numerator) tells how many pieces you have."
Grade 4,Mathematics,MATH.G4.MEASUREMENT,Nairobi,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 5,Mathematics,MATH.G5.MEASUREMENT,Nairobi,measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for walking). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
Grade 6,Mathematics,MATH.G6.MONEY,universal,market_shopping,,I have 500 bob and spend 150 bob. How much left?,Subtract what you spend from what you have: 500 - 150 = 350 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 6,Mathematics,MATH.G6.MONEY,universal,market_shopping,,"If mandazi costs 100 shillings, how much for 3?",Multiply the cost by the quantity: 100 × 3 = 300 shillings. This is useful at the market or when buying multiple items. You can also add: 100 + 100 + 100 = 300 bob.
Grade 6,Mathematics,MATH.G6.MONEY,universal,market_shopping,,I have 150 bob and spend 1000 bob. How much left?,Subtract what you spend from what you have: 150 - 1000 = -850 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 6,Mathematics,MATH.G6.MONEY,Nairobi,market_shopping,,I have 200 bob and spend 1000 bob. How much left?,Subtract what you spend from what you have: 200 - 1000 = -800 shillings left. This is like M-Pesa - you check your balance before and after sending money.
Grade 6,Mathematics,MATH.G6.MEASUREMENT,rural,land_measurement,,What's the difference between area and perimeter?,"PERIMETER = distance around (like walking around the fence). AREA = space inside (like the ground for planting). For a rectangle: Perimeter = 2(length + width), Area = length × width. Different formulas for different purposes!"
